-0.000000	0.454649	-0.773645
1.000000	0.539402	-0.840770
2.000000	0.540293	-0.841464
3.000000	0.540302	-0.841471
4.000000	0.540302	-0.841471
5.000000	0.540302	-0.841469
6.000000	0.540302	-0.841549
7.000000	0.540302	-0.843769
8.000000	0.540302	0.000000
9.000000	0.540302	0.000000
10.000000	0.540302	0.000000
11.000000	0.540301	0.000000
12.000000	0.540290	0.000000
13.000000	0.540124	0.000000
14.000000	0.544009	0.000000
15.000000	0.555112	0.000000
16.000000	0.555112	0.000000
17.000000	0.000000	0.000000
18.000000	0.000000	0.000000
19.000000	0.000000	0.000000
20.000000	0.000000	0.000000
21.000000	0.000000	0.000000
22.000000	0.000000	0.000000
23.000000	0.000000	0.000000
24.000000	0.000000	0.000000
25.000000	0.000000	0.000000
26.000000	0.000000	0.000000
27.000000	0.000000	0.000000
28.000000	0.000000	0.000000
29.000000	0.000000	0.000000
30.000000	0.000000	0.000000
